seqname	Status	Subclass (putative)	Domain	Domain architecture simplified
TraesCS2B03G0192300.3	CCX	CCX	(CC)	C
TraesCS2B03G0192900.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2B03G0192900.2	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2B03G0231700.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS2B03G0235900.1	degenerate NLR	CC-NLR	(CC)(PLOOP)	CP
TraesCS2B03G0266900.1	degenerate NLR	CC-NLR or CCR-NLR or CCG10-NLR	(LRR)	L
TraesCS2B03G0317200.1	NLR	CC-NLR	(CC)(BED)(NBARC)(LRR)(OTHER)	CONLO
TraesCS2B03G0367200.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS2B03G0367200.2	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2B03G0391600.1	CCX	CCX	(CC)	C
TraesCS2B03G0405500.1	degenerate NLR	CC-NLR	(CC)(PLOOP)	CP
TraesCS2B03G0438100.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS2B03G0442800.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2B03G0498100.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2B03G0537300.1	NLR	CC-NLR	(CC)(NBARC)(NBARC)(LRR)	CNNL
TraesCS2B03G0541300.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2B03G0551600.1	TX	TX	(TIR)	T
TraesCS2B03G0737100.1	NLR	UNDETERMINED	(NBARC)	N
TraesCS2B03G0858500.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2B03G0858600.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS2B03G0975200.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2B03G1021500.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS2B03G1108000.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2B03G1225900.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS2B03G1226000.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2B03G1226200.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2B03G1226500.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2B03G1226900.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2B03G1229500.1	CCX	CCX	(CC)	C
TraesCS2B03G1229600.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS2B03G1230600.1	NLR	CC-NLR	(CC)(BED)(NBARC)(LRR)(LRR)	CONL
TraesCS2B03G1231200.1	NLR	CC-NLR	(CC)(BED)(BED)(NBARC)(LRR)(LRR)	CONL
TraesCS2B03G1231800.1	CCX	CCX	(CC)(BED)(BED)	CO
TraesCS2B03G1233200.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(OTHER)(BED)(BED)(NBARC)(LRR)	ONL
TraesCS2B03G1250500.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2B03G1251400.1	NLR	CC-NLR	(CC)(NBARC)(LRR)(LRR)	CNL
TraesCS2B03G1251900.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2B03G1266900.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2B03G1269100.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2B03G1269800.1	CCX	CCX	(CC)	C
TraesCS2B03G1276100.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS2B03G1276200.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2B03G1313600.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2B03G1332200.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2B03G1345100.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS2B03G1399400.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS2B03G1399400.2	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS2B03G1399900.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS2B03G1409000.1	NLR	CC-NLR	(CC)(NBARC)(LRR)(LRR)	CNL
TraesCS2B03G1436600.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2B03G1437400.1	CCX	CCX	(CC)	C
TraesCS2B03G1439300.1	NLR	UNDETERMINED	(NBARC)(LRR)	NL
TraesCS2B03G1446500.1	NLR	CC-NLR	(NBARC)	N
TraesCS2B03G1446500.2	NLR	CC-NLR	(NBARC)(LRR)	NL
TraesCS2B03G1451800.1	degenerate NLR	CC-NLR	(CC)(PLOOP)	CP
TraesCS2B03G1472300.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2B03G1474600.1	degenerate NLR	CC-NLR	(CC)(PLOOP)(LRR)	CPL
TraesCS2B03G1478200.1	CCX	CCX	(CC)	C
TraesCS2B03G1486000.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2B03G1486400.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS2B03G1486500.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS2B03G1486800.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS2B03G1487100.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2B03G1495200.1	CCX	CCX	(CC)	C
TraesCS2B03G1495300.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)(JAC)	NLO
TraesCS2B03G1495300.2	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)(JAC)	NLO
TraesCS2B03G1499700.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS2B03G1506200.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2B03G1506300.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2B03G1519900.1	degenerate NLR	CC-NLR	(CC)(LRR)	CL
TraesCS2B03G1520000.1	degenerate NLR	CC-NLR	(CC)(LRR)	CL
TraesCS2B03G1520300.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2B03G1523100.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2B03G1523100.2	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2B03G1524200.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2B03G1524200.2	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2B03G1524200.3	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2B03G1524200.4	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS2B03G1546600.1	NLR	CC-NLR	(CC)(NBARC)(PLOOP)	CNP
TraesCS2B03G1546700.1	NLR	UNDETERMINED	(NBARC)	N
TraesCS2B03G1546700.2	NLR	UNDETERMINED	(NBARC)	N
TraesCS2B03G1548000.1	NLR	CC-NLR	(CC)(NBARC)(PLOOP)	CNP
TraesCS2B03G1551300.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS2B03G1552900.1	degenerate NLR	CC-NLR or CCR-NLR or CCG10-NLR	(LRR)	L
TraesCS2B03G1553000.1	NLR	CC-NLR	(NBARC)(LRR)(CC)(NBARC)(LRR)	NLCNL
TraesCS2B03G1554200.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2B03G1554500.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2B03G1571100.1	NLR	CC-NLR	(CC)(NBARC)(LRR)(LRR)	CNL
TraesCS2B03G1571200.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2B03G1571300.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2B03G1571300.2	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2B03G1571800.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2B03G1572100.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2B03G1572100.2	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2B03G1572800.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS2B03G1574600.1	CCX	CCX	(CC)	C
TraesCS2D03G0002700.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2D03G0002700.2	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS2D03G0004400.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS2D03G0006300.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2D03G0007000.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS2D03G0008100.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)(LRR)	NL
TraesCS2D03G0008200.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2D03G0008800.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS2D03G0018200.1	degenerate NLR	CC-NLR	(CC)(PLOOP)	CP
TraesCS2D03G0018400.1	degenerate NLR	CC-NLR	(CC)(PLOOP)	CP
TraesCS2D03G0030700.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS2D03G0033600.1	degenerate NLR	CC-NLR	(CC)(PLOOP)	CP
TraesCS2D03G0034400.1	CCX	CCX	(CC)	C
TraesCS2D03G0034400.2	degenerate NLR	CC-NLR	(CC)(PLOOP)	CP
TraesCS2D03G0034500.1	CCX	CCX	(CC)	C
TraesCS2D03G0034800.1	degenerate NLR	CC-NLR	(CC)(PLOOP)	CP
TraesCS2D03G0035300.1	CCX	CCX	(CC)	C
TraesCS2D03G0038300.1	degenerate NLR	CC-NLR	(CC)(PLOOP)	CP
TraesCS2D03G0038400.1	degenerate NLR	CC-NLR	(CC)(PLOOP)	CP
TraesCS2D03G0039200.1	degenerate NLR	CC-NLR	(CC)(PLOOP)	CP
TraesCS2D03G0039300.1	degenerate NLR	CC-NLR	(CC)(PLOOP)	CP
TraesCS2D03G0039700.1	degenerate NLR	CC-NLR	(CC)(PLOOP)	CP
TraesCS2D03G0040300.1	degenerate NLR	CC-NLR	(CC)(PLOOP)	CP
TraesCS2D03G0043400.1	NLR	UNDETERMINED	(NBARC)	N
TraesCS2D03G0044200.1	NLR	UNDETERMINED	(NBARC)	N
TraesCS2D03G0047700.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2D03G0047700.2	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2D03G0047800.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2D03G0047800.2	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2D03G0047800.3	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2D03G0049500.1	NLR	CC-NLR	(CC)(NBARC)(NBARC)(LRR)	CNNL
TraesCS2D03G0049500.2	NLR	CC-NLR	(CC)(NBARC)(NBARC)(LRR)	CNNL
TraesCS2D03G0049500.3	NLR	CC-NLR	(CC)(NBARC)(NBARC)(LRR)	CNNL
TraesCS2D03G0050300.1	NLR	CC-NLR	(CC)(NBARC)(NBARC)(LRR)	CNNL
TraesCS2D03G0054100.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2D03G0054100.2	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2D03G0054100.3	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS2D03G0054400.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2D03G0054700.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2D03G0054700.2	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2D03G0075200.1	degenerate NLR	CC-NLR or CCR-NLR or CCG10-NLR	(LRR)	L
TraesCS2D03G0075300.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS2D03G0075400.1	NLR	UNDETERMINED	(NBARC)	N
TraesCS2D03G0075400.2	NLR	UNDETERMINED	(NBARC)	N
TraesCS2D03G0075400.3	NLR	UNDETERMINED	(NBARC)	N
TraesCS2D03G0075700.1	NLR	UNDETERMINED	(NBARC)	N
TraesCS2D03G0076300.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2D03G0076300.2	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2D03G0076400.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2D03G0082100.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS2D03G0082600.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2D03G0083200.1	degenerate NLR	CC-NLR	(CC)(PLOOP)	CP
TraesCS2D03G0088700.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2D03G0098000.1	degenerate NLR	CC-NLR	(CC)(PLOOP)	CP
TraesCS2D03G0111300.1	NLR	CC-NLR	(CC)(NBARC)(LRR)(JAC)	CNLO
TraesCS2D03G0126900.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2D03G0136400.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2D03G0136400.2	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2D03G0137000.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2D03G0168500.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)(LRR)	NL
TraesCS2D03G0168800.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS2D03G0197600.1	degenerate NLR	CC-NLR or CCR-NLR or CCG10-NLR	(LRR)	L
TraesCS2D03G0235300.1	NLR	UNDETERMINED	(BED)(NBARC)(LRR)(LRR)	ONL
TraesCS2D03G0235300.2	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(BED)(NBARC)(LRR)	ONL
TraesCS2D03G0235300.3	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(BED)(NBARC)(LRR)(LRR)	ONL
TraesCS2D03G0303800.1	degenerate NLR	CC-NLR	(CC)(PLOOP)	CP
TraesCS2D03G0393000.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS2D03G0425600.1	NLR	CC-NLR	(CC)(NBARC)(NBARC)(LRR)	CNNL
TraesCS2D03G0429300.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2D03G0449600.1	TX	TX	(TIR)	T
TraesCS2D03G0610800.1	NLR	UNDETERMINED	(NBARC)	N
TraesCS2D03G0716100.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2D03G0716200.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS2D03G0824400.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2D03G0868400.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS2D03G0868500.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS2D03G0868600.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS2D03G0868900.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS2D03G0933100.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2D03G0933500.1	CCX	CCX	(CC)	C
TraesCS2D03G0933600.1	degenerate NLR	CC-NLR or CCR-NLR or CCG10-NLR	(LRR)	L
TraesCS2D03G0942200.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2D03G1039000.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2D03G1039100.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2D03G1039400.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2D03G1039600.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)(LRR)	NL
TraesCS2D03G1039600.2	NLR	CC-NLR	(CC)(NBARC)(LRR)(LRR)	CNL
TraesCS2D03G1040400.1	NLR	CC-NLR	(CC)(BED)(NBARC)(LRR)(LRR)	CONL
TraesCS2D03G1041200.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(BED)(NBARC)	ON
TraesCS2D03G1041200.2	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS2D03G1041600.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(BED)(NBARC)(LRR)(LRR)	ONL
TraesCS2D03G1049700.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2D03G1059100.1	NLR	CC-NLR	(CC)(NBARC)(LRR)(LRR)	CNL
TraesCS2D03G1070500.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2D03G1070800.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2D03G1075900.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2D03G1090300.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2D03G1107200.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS2D03G1107200.2	CCX	CCX	(CC)	C
TraesCS2D03G1121600.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS2D03G1124100.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2D03G1137300.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS2D03G1140000.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2D03G1140000.2	NLR	CC-NLR	(OTHER)(CC)(NBARC)(LRR)	OCNL
TraesCS2D03G1140300.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2D03G1140300.2	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2D03G1147400.1	CCX	CCX	(OTHER)(CC)	OC
TraesCS2D03G1181200.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)(LRR)	NL
TraesCS2D03G1201300.1	NLR	CC-NLR	(CC)(NBARC)(NBARC)(LRR)	CNNL
TraesCS2D03G1209300.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2D03G1210300.1	CCX	CCX	(CC)	C
TraesCS2D03G1219800.1	NLR	CC-NLR	(NBARC)	N
TraesCS2D03G1250400.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)(LRR)	NL
TraesCS2D03G1271400.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS2D03G1281200.1	degenerate NLR	CC-NLR	(CC)(LRR)	CL
TraesCS2D03G1284900.1	CCX	CCX	(CC)	C
TraesCS2D03G1285300.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS2D03G1285500.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS2D03G1285900.1	CCX	CCX	(CC)	C
TraesCS2D03G1286100.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS2D03G1286300.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2D03G1286400.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS2D03G1287200.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2D03G1287300.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2D03G1287300.2	NLR	CC-NLR	(CC)(NBARC)(LRR)(OTHER)	CNLO
TraesCS2D03G1287400.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2D03G1299100.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS2D03G1320100.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS2D03G1320200.1	NLR	CC-NLR	(CC)(NBARC)(PLOOP)(NBARC)(LRR)	CNPNL
TraesCS2D03G1323600.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2D03G1324900.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2D03G1325200.1	degenerate NLR	CC-NLR or CCR-NLR or CCG10-NLR	(LRR)	L
TraesCS2D03G1325300.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS2D03G1325300.2	NLR	UNDETERMINED	(NBARC)	N
TraesCS2D03G1325600.1	NLR	CC-NLR	(LRR)(CC)(NBARC)(LRR)	LCNL
TraesCS2D03G1325900.1	NLR	CC-NLR	(CC)(NBARC)(LRR)(CC)(NBARC)(LRR)	CNLCNL
TraesCS2D03G1326000.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS2D03G1326300.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2D03G1326600.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS2D03G1327800.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2D03G1335100.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2D03G1338000.1	degenerate NLR	UNDETERMINED	(LRR)	L
TraesCS2D03G1340300.1	degenerate NLR	CC-NLR	(CC)(LRR)	CL
TraesCS2D03G1341400.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS2D03G1341700.1	NLR	CC-NLR	(NBARC)	N
TraesCS2D03G1341900.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS3A03G0017000.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS3A03G0018000.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS3A03G0018100.1	NLR	CC-NLR	(CC)(NBARC)(LRR)(TRX)	CNLO
TraesCS3A03G0019900.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3A03G0019900.2	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3A03G0020000.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS3A03G0021400.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3A03G0027800.1	degenerate NLR	CC-NLR	(CC)(PLOOP)	CP
TraesCS3A03G0028100.1	degenerate NLR	CC-NLR	(CC)(PLOOP)	CP
TraesCS3A03G0028800.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3A03G0029000.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3A03G0064600.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3A03G0078400.1	degenerate NLR	CC-NLR	(CC)(PLOOP)	CP
TraesCS3A03G0089000.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3A03G0090200.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS3A03G0095100.1	degenerate NLR	CC-NLR or CCR-NLR or CCG10-NLR	(LRR)(LRR)	L
TraesCS3A03G0114400.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3A03G0145300.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3A03G0145400.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS3A03G0146100.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS3A03G0146100.2	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS3A03G0146300.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS3A03G0146800.1	NLR	CC-NLR	(CC)(NBARC)(LRR)(LRR)	CNL
TraesCS3A03G0146900.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3A03G0147000.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS3A03G0148300.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS3A03G0150400.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3A03G0151400.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3A03G0151400.2	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3A03G0162100.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3A03G0162400.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3A03G0166100.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS3A03G0181900.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS3A03G0189000.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS3A03G0189000.2	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS3A03G0192400.1	NLR	UNDETERMINED	(NBARC)	N
TraesCS3A03G0211300.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3A03G0255800.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS3A03G0255800.2	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3A03G0582800.1	MLKL	MLKL	(MLKL)(PKin)	MO
TraesCS3A03G0716800.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS3A03G0716900.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS3A03G0717200.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS3A03G0741500.1	NLR	TN (OTHER)	(TIR)(NBARC)	TN
TraesCS3A03G0763800.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3A03G0773300.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS3A03G0773500.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS3A03G0782100.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS3A03G0798800.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3A03G1019100.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3A03G1020500.1	degenerate NLR	CC-NLR	(CC)(LRR)	CL
TraesCS3A03G1020900.1	degenerate NLR	CC-NLR	(CC)(LRR)	CL
TraesCS3A03G1021300.1	degenerate NLR	CC-NLR	(CC)(LRR)	CL
TraesCS3A03G1032100.1	degenerate NLR	CC-NLR	(CC)(PLOOP)	CP
TraesCS3A03G1038100.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS3A03G1122800.1	NLR	CC-NLR	(CC)(NBARC)	CN
