,0,1,2,3,4,5,6,7,8
752361,Chr3B,IWGSC_v2.1,gene,851117084,851121119,47,+,.,ID=TraesCS3B03G1523900;previous_id=TraesCS3B02G604800;Name=TraesCS3B03G1523900;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
752398,Chr3B,IWGSC_v2.1,gene,851251492,851255531,40,+,.,ID=TraesCS3B03G1524400;previous_id=TraesCS3B02G604500;Name=TraesCS3B03G1524400;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
752433,Chr3B,IWGSC_v2.1,gene,851463789,851471417,.,-,.,"ID=TraesCS3B03G1525800;manually_curated=yes;Name=TraesCS3B03G1525800;derived_from=TraesCS3B01G604100,BST_chr3B_nlr_87;last_modification=2017-02-27T07:00:04;name=BST_chr3B_nlr_87;curating_team=IWGSC_steuernb;cds=CDS_OK;mapping=fullPerfectMatch;previous_id=TraesCS3B02G604100"
753913,Chr3D,IWGSC_v2.1,gene,2626555,2635265,.,-,.,ID=TraesCS3D03G0015400;Name=TraesCS3D03G0015400;cds=CDS_OK;mapping=GMAP_ON_TARGET;previous_id=TraesCS3D02G002800
753919,Chr3D,IWGSC_v2.1,gene,2641623,2645541,.,+,.,ID=TraesCS3D03G0015600;Name=TraesCS3D03G0015600;cds=CDS_OK;mapping=GMAP_ON_TARGET;previous_id=TraesCS3D02G002700
754009,Chr3D,IWGSC_v2.1,gene,3048907,3051705,56,+,.,ID=TraesCS3D03G0017300;previous_id=TraesCS3D02G001700;primconf=HC;Name=TraesCS3D03G0017300;cds=CDS_OK;mapping=fullPerfectMatch
754067,Chr3D,IWGSC_v2.1,gene,3250288,3252602,57,-,.,ID=TraesCS3D03G0018200;previous_id=TraesCS3D02G001100;primconf=HC;Name=TraesCS3D03G0018200;cds=CDS_OK;mapping=fullPerfectMatch
754481,Chr3D,IWGSC_v2.1,gene,4301512,4303273,51,+,.,ID=TraesCS3D03G0023000;previous_id=TraesCS3D02G012300;primconf=HC;Name=TraesCS3D03G0023000;cds=CDS_OK;mapping=fullPerfectMatch
754487,Chr3D,IWGSC_v2.1,gene,4328669,4330120,45,+,.,ID=TraesCS3D03G0023100;previous_id=TraesCS3D02G012400;primconf=HC;Name=TraesCS3D03G0023100;cds=CDS_OK;mapping=fullPerfectMatch
754491,Chr3D,IWGSC_v2.1,gene,4339528,4347505,.,-,.,ID=TraesCS3D03G0023200;Name=TraesCS3D03G0023200;cds=CDS_OK;mapping=GMAP_ON_TARGET;previous_id=TraesCS3D02G012500
754500,Chr3D,IWGSC_v2.1,gene,4375581,4381618,47,+,.,ID=TraesCS3D03G0023300;previous_id=TraesCS3D02G012600;primconf=HC;Name=TraesCS3D03G0023300;cds=CDS_OK;mapping=fullPerfectMatch
755807,Chr3D,IWGSC_v2.1,gene,7163467,7166630,39,+,.,ID=TraesCS3D03G0038200;previous_id=TraesCS3D02G021900;primconf=HC;Name=TraesCS3D03G0038200;cds=CDS_OK;mapping=fullPerfectMatch
756907,Chr3D,IWGSC_v2.1,gene,10474435,10478449,56,-,.,ID=TraesCS3D03G0052400;previous_id=TraesCS3D02G029100;primconf=HC;Name=TraesCS3D03G0052400;cds=CDS_OK;mapping=fullPerfectMatch
757122,Chr3D,IWGSC_v2.1,gene,11322770,11324427,42,+,.,ID=TraesCS3D03G0055300;previous_id=TraesCS3D02G030700;primconf=HC;Name=TraesCS3D03G0055300;cds=CDS_OK;mapping=fullPerfectMatch
757308,Chr3D,IWGSC_v2.1,gene,11729168,11730860,41,-,.,ID=TraesCS3D03G0057600;previous_id=TraesCS3D02G032100;primconf=HC;Name=TraesCS3D03G0057600;cds=CDS_OK;mapping=fullPerfectMatch
757392,Chr3D,IWGSC_v2.1,gene,12194738,12200764,49,-,.,ID=TraesCS3D03G0059300;previous_id=TraesCS3D02G032900;primconf=HC;Name=TraesCS3D03G0059300;cds=CDS_OK;mapping=fullPerfectMatch
757766,Chr3D,IWGSC_v2.1,gene,13124622,13132147,44,-,.,ID=TraesCS3D03G0065400;previous_id=TraesCS3D02G036300;primconf=HC;Name=TraesCS3D03G0065400;cds=CDS_OK;mapping=fullPerfectMatch
758011,Chr3D,IWGSC_v2.1,gene,13420218,13422986,51,-,.,ID=TraesCS3D03G0066900;previous_id=TraesCS3D02G037300;primconf=HC;Name=TraesCS3D03G0066900;cds=CDS_OK;mapping=fullPerfectMatch
758250,Chr3D,IWGSC_v2.1,gene,15008735,15014381,60,+,.,ID=TraesCS3D03G0070700;previous_id=TraesCS3D02G039500;primconf=HC;Name=TraesCS3D03G0070700;cds=CDS_OK;mapping=fullPerfectMatch
758457,Chr3D,IWGSC_v2.1,gene,15720051,15721577,46,-,.,ID=TraesCS3D03G0073600;previous_id=TraesCS3D02G041000;primconf=HC;Name=TraesCS3D03G0073600;cds=CDS_OK;mapping=fullPerfectMatch
758461,Chr3D,IWGSC_v2.1,gene,15891364,15892854,61,-,.,ID=TraesCS3D03G0074200;previous_id=TraesCS3D02G041100;primconf=HC;Name=TraesCS3D03G0074200;cds=CDS_OK;mapping=fullPerfectMatch
760256,Chr3D,IWGSC_v2.1,gene,23604959,23609745,53,+,.,ID=TraesCS3D03G0105400;previous_id=TraesCS3D02G056400;primconf=HC;Name=TraesCS3D03G0105400;cds=CDS_OK;mapping=fullPerfectMatch
761658,Chr3D,IWGSC_v2.1,gene,30036728,30042236,54,+,.,ID=TraesCS3D03G0131800;previous_id=TraesCS3D02G068100;primconf=HC;Name=TraesCS3D03G0131800;cds=CDS_OK;mapping=fullPerfectMatch
761674,Chr3D,IWGSC_v2.1,gene,30082267,30089851,36,+,.,ID=TraesCS3D03G0132000;previous_id=TraesCS3D02G068200;primconf=HC;Name=TraesCS3D03G0132000;cds=CDS_OK;mapping=fullPerfectMatch
761792,Chr3D,IWGSC_v2.1,gene,30303438,30307748,47,+,.,ID=TraesCS3D03G0133200;previous_id=TraesCS3D02G068800;primconf=HC;Name=TraesCS3D03G0133200;cds=CDS_OK;mapping=fullPerfectMatch
762850,Chr3D,IWGSC_v2.1,gene,33360021,33362990,40,-,.,ID=TraesCS3D03G0144500;previous_id=TraesCS3D02G073500;primconf=HC;Name=TraesCS3D03G0144500;cds=CDS_OK;mapping=fullPerfectMatch
762856,Chr3D,IWGSC_v2.1,gene,33377532,33379829,46,-,.,ID=TraesCS3D03G0144700;previous_id=TraesCS3D02G073600;primconf=HC;Name=TraesCS3D03G0144700;cds=CDS_OK;mapping=fullMatchWithMissmatches
763264,Chr3D,IWGSC_v2.1,gene,36942277,36946925,57,+,.,ID=TraesCS3D03G0149700;previous_id=TraesCS3D02G076100;primconf=HC;Name=TraesCS3D03G0149700;cds=CDS_OK;mapping=fullPerfectMatch
764398,Chr3D,IWGSC_v2.1,gene,41784205,41788382,.,+,.,ID=TraesCS3D03G0163000;Name=TraesCS3D03G0163000;cds=CDS_OK;mapping=GMAP_ON_TARGET;previous_id=TraesCS3D02G082100
765061,Chr3D,IWGSC_v2.1,gene,43910141,43914933,48,-,.,ID=TraesCS3D03G0171400;previous_id=TraesCS3D02G086600;primconf=HC;Name=TraesCS3D03G0171400;cds=CDS_OK;mapping=fullPerfectMatch
766675,Chr3D,IWGSC_v2.1,gene,48919267,48924815,34,+,.,ID=TraesCS3D03G0191700;previous_id=TraesCS3D02G096100;primconf=HC;Name=TraesCS3D03G0191700;cds=CDS_OK;mapping=fullPerfectMatch
810585,Chr3D,IWGSC_v2.1,gene,396867186,396868356,47,+,.,ID=TraesCS3D03G0659400;previous_id=TraesCS3D02G286600;primconf=HC;Name=TraesCS3D03G0659400;cds=CDS_OK;mapping=fullPerfectMatch
812989,Chr3D,IWGSC_v2.1,gene,413254998,413258295,46,+,.,ID=TraesCS3D03G0683400;previous_id=TraesCS3D02G298000;primconf=HC;Name=TraesCS3D03G0683400;cds=CDS_OK;mapping=fullPerfectMatch
816618,Chr3D,IWGSC_v2.1,gene,425469890,425473052,61,-,.,ID=TraesCS3D03G0705600;previous_id=TraesCS3D02G310100;primconf=HC;Name=TraesCS3D03G0705600;cds=CDS_OK;mapping=fullPerfectMatch
817555,Chr3D,IWGSC_v2.1,gene,429184172,429189787,42,+,.,ID=TraesCS3D03G0714200;previous_id=TraesCS3D02G314300;primconf=HC;Name=TraesCS3D03G0714200;cds=CDS_OK;mapping=fullPerfectMatch
818416,Chr3D,IWGSC_v2.1,gene,433488724,433492804,61,-,.,ID=TraesCS3D03G0721700;previous_id=TraesCS3D02G319000;primconf=HC;Name=TraesCS3D03G0721700;cds=CDS_OK;mapping=fullPerfectMatch
818858,Chr3D,IWGSC_v2.1,gene,436220141,436221538,51,+,.,ID=TraesCS3D03G0728800;previous_id=TraesCS3D02G322300;primconf=HC;Name=TraesCS3D03G0728800;cds=CDS_OK;mapping=fullPerfectMatch
818864,Chr3D,IWGSC_v2.1,gene,436222190,436224076,44,-,.,ID=TraesCS3D03G0728900;previous_id=TraesCS3D02G322400;primconf=HC;Name=TraesCS3D03G0728900;cds=CDS_OK;mapping=fullPerfectMatch
819517,Chr3D,IWGSC_v2.1,gene,440585370,440589527,51,-,.,ID=TraesCS3D03G0737800;previous_id=TraesCS3D02G327400;primconf=HC;Name=TraesCS3D03G0737800;cds=CDS_OK;mapping=fullPerfectMatch
838351,Chr3D,IWGSC_v2.1,gene,534511294,534516713,52,+,.,ID=TraesCS3D03G0923800;previous_id=TraesCS3D02G421900;primconf=HC;Name=TraesCS3D03G0923800;cds=CDS_OK;mapping=fullPerfectMatch
838961,Chr3D,IWGSC_v2.1,gene,538748712,538752348,41,-,.,ID=TraesCS3D03G0934500;previous_id=TraesCS3D02G425500;primconf=HC;Name=TraesCS3D03G0934500;cds=CDS_OK;mapping=fullPerfectMatch
839710,Chr3D,IWGSC_v2.1,gene,545221218,545225011,55,+,.,ID=TraesCS3D03G0946500;previous_id=TraesCS3D02G430100;primconf=HC;Name=TraesCS3D03G0946500;cds=CDS_OK;mapping=fullPerfectMatch
839779,Chr3D,IWGSC_v2.1,gene,545628493,545633433,50,+,.,ID=TraesCS3D03G0947600;previous_id=TraesCS3D02G430600;primconf=HC;Name=TraesCS3D03G0947600;cds=CDS_OK;mapping=fullPerfectMatch
839789,Chr3D,IWGSC_v2.1,gene,545859800,545868779,37,+,.,ID=TraesCS3D03G0948200;previous_id=TraesCS3D02G430800;primconf=HC;Name=TraesCS3D03G0948200;cds=CDS_OK;mapping=fullPerfectMatch
839799,Chr3D,IWGSC_v2.1,gene,545877300,545962516,.,+,.,ID=TraesCS3D03G0948400;Name=TraesCS3D03G0948400;cds=CDS_OK;mapping=GMAP_ON_TARGET;previous_id=TraesCS3D02G431000
841345,Chr3D,IWGSC_v2.1,gene,551424487,551429085,.,+,.,ID=TraesCS3D03G0966600;Name=TraesCS3D03G0966600;cds=CDS_OK;mapping=GMAP_ON_TARGET;previous_id=TraesCS3D02G440300
841352,Chr3D,IWGSC_v2.1,gene,551432208,551436827,54,+,.,ID=TraesCS3D03G0966800;previous_id=TraesCS3D02G440400;primconf=HC;Name=TraesCS3D03G0966800;cds=CDS_OK;mapping=fullPerfectMatch
842118,Chr3D,IWGSC_v2.1,gene,555783820,555788372,53,-,.,ID=TraesCS3D03G0980300;previous_id=TraesCS3D02G446200;primconf=HC;Name=TraesCS3D03G0980300;cds=CDS_OK;mapping=fullMatchWithMissmatches
843517,Chr3D,IWGSC_v2.1,gene,566514812,566517271,36,-,.,ID=TraesCS3D03G1013200;previous_id=TraesCS3D02G460000;primconf=HC;Name=TraesCS3D03G1013200;cds=CDS_OK;mapping=fullPerfectMatch
844765,Chr3D,IWGSC_v2.1,gene,572489379,572495806,53,-,.,ID=TraesCS3D03G1032300;previous_id=TraesCS3D02G468800;primconf=HC;Name=TraesCS3D03G1032300;cds=CDS_OK;mapping=fullPerfectMatch
844784,Chr3D,IWGSC_v2.1,gene,572592420,572597367,48,-,.,ID=TraesCS3D03G1032900;previous_id=TraesCS3D02G469100;primconf=HC;Name=TraesCS3D03G1032900;cds=CDS_OK;mapping=fullPerfectMatch
844795,Chr3D,IWGSC_v2.1,gene,572717171,572732446,.,-,.,ID=TraesCS3D03G1033200;Name=TraesCS3D03G1033200;cds=CDS_OK;mapping=GMAP_ON_TARGET;previous_id=TraesCS3D02G469200
844803,Chr3D,IWGSC_v2.1,gene,572848516,572858571,33,-,.,ID=TraesCS3D03G1033800;previous_id=TraesCS3D02G469300;primconf=HC;Name=TraesCS3D03G1033800;cds=CDS_OK;mapping=fullPerfectMatch
844832,Chr3D,IWGSC_v2.1,gene,572915381,572926833,45,-,.,ID=TraesCS3D03G1034500;previous_id=TraesCS3D02G469500;primconf=HC;Name=TraesCS3D03G1034500;cds=CDS_OK;mapping=fullPerfectMatch
845158,Chr3D,IWGSC_v2.1,gene,577101782,577104009,53,-,.,ID=TraesCS3D03G1044200;previous_id=TraesCS3D02G472700;primconf=HC;Name=TraesCS3D03G1044200;cds=CDS_OK;mapping=fullPerfectMatch
845168,Chr3D,IWGSC_v2.1,gene,577113766,577115236,30,-,.,ID=TraesCS3D03G1044400;previous_id=TraesCS3D02G472900;primconf=HC;Name=TraesCS3D03G1044400;cds=CDS_OK;mapping=fullPerfectMatch
845277,Chr3D,IWGSC_v2.1,gene,577804624,577808718,51,+,.,ID=TraesCS3D03G1046500;previous_id=TraesCS3D02G473700;primconf=HC;Name=TraesCS3D03G1046500;cds=CDS_OK;mapping=fullPerfectMatch
845287,Chr3D,IWGSC_v2.1,gene,577813020,577815247,42,+,.,ID=TraesCS3D03G1046600;previous_id=TraesCS3D02G473800;primconf=HC;Name=TraesCS3D03G1046600;cds=CDS_OK;mapping=fullPerfectMatch
845325,Chr3D,IWGSC_v2.1,gene,577861174,577862960,49,+,.,ID=TraesCS3D03G1047100;previous_id=TraesCS3D02G474200;primconf=HC;Name=TraesCS3D03G1047100;cds=CDS_OK;mapping=fullPerfectMatch
845331,Chr3D,IWGSC_v2.1,gene,577870411,577874567,46,+,.,ID=TraesCS3D03G1047200;previous_id=TraesCS3D02G474300;primconf=HC;Name=TraesCS3D03G1047200;cds=CDS_OK;mapping=fullPerfectMatch
846995,Chr3D,IWGSC_v2.1,gene,585208150,585213272,46,-,.,ID=TraesCS3D03G1078400;previous_id=TraesCS3D02G485300;primconf=HC;Name=TraesCS3D03G1078400;cds=CDS_OK;mapping=fullPerfectMatch
847508,Chr3D,IWGSC_v2.1,gene,587607178,587616526,50,-,.,ID=TraesCS3D03G1086900;previous_id=TraesCS3D02G491500;primconf=HC;Name=TraesCS3D03G1086900;cds=CDS_OK;mapping=fullPerfectMatch
847534,Chr3D,IWGSC_v2.1,gene,587886699,587888318,36,-,.,ID=TraesCS3D03G1087400;previous_id=TraesCS3D02G491600;primconf=HC;Name=TraesCS3D03G1087400;cds=CDS_OK;mapping=fullPerfectMatch
847950,Chr3D,IWGSC_v2.1,gene,589494625,589500379,43,-,.,ID=TraesCS3D03G1092200;previous_id=TraesCS3D02G493900;primconf=HC;Name=TraesCS3D03G1092200;cds=CDS_OK;mapping=fullPerfectMatch
849009,Chr3D,IWGSC_v2.1,gene,593281923,593291367,26,-,.,ID=TraesCS3D03G1108200;previous_id=TraesCS3D02G502200;primconf=HC;Name=TraesCS3D03G1108200;cds=CDS_OK;mapping=fullPerfectMatch
849041,Chr3D,IWGSC_v2.1,gene,593361673,593367504,47,+,.,ID=TraesCS3D03G1108500;previous_id=TraesCS3D02G502400;primconf=HC;Name=TraesCS3D03G1108500;cds=CDS_OK;mapping=fullPerfectMatch
849099,Chr3D,IWGSC_v2.1,gene,593629917,593632791,34,-,.,ID=TraesCS3D03G1109500;previous_id=TraesCS3D02G502800;primconf=HC;Name=TraesCS3D03G1109500;cds=CDS_OK;mapping=fullPerfectMatch
850107,Chr3D,IWGSC_v2.1,gene,597656995,597666046,37,+,.,ID=TraesCS3D03G1121600;previous_id=TraesCS3D02G508400;primconf=HC;Name=TraesCS3D03G1121600;cds=CDS_OK;mapping=fullPerfectMatch
850608,Chr3D,IWGSC_v2.1,gene,599950334,599953882,46,+,.,ID=TraesCS3D03G1130100;previous_id=TraesCS3D02G511800;primconf=HC;Name=TraesCS3D03G1130100;cds=CDS_OK;mapping=fullPerfectMatch
850726,Chr3D,IWGSC_v2.1,gene,600551442,600553753,38,+,.,ID=TraesCS3D03G1133600;previous_id=TraesCS3D02G513000;primconf=HC;Name=TraesCS3D03G1133600;cds=CDS_OK;mapping=fullPerfectMatch
850736,Chr3D,IWGSC_v2.1,gene,600661339,600664791,47,+,.,ID=TraesCS3D03G1133900;previous_id=TraesCS3D02G513200;primconf=HC;Name=TraesCS3D03G1133900;cds=CDS_OK;mapping=fullPerfectMatch
850754,Chr3D,IWGSC_v2.1,gene,600730465,600736630,38,+,.,ID=TraesCS3D03G1134400;previous_id=TraesCS3D02G513400;primconf=HC;Name=TraesCS3D03G1134400;cds=CDS_OK;mapping=fullPerfectMatch
850770,Chr3D,IWGSC_v2.1,gene,600738991,600743952,53,+,.,ID=TraesCS3D03G1134600;previous_id=TraesCS3D02G513500;primconf=HC;Name=TraesCS3D03G1134600;cds=CDS_OK;mapping=fullPerfectMatch
850998,Chr3D,IWGSC_v2.1,gene,602122547,602133840,.,-,.,ID=TraesCS3D03G1140100;Name=TraesCS3D03G1140100;cds=CDS_OK;mapping=GMAP_ON_TARGET;previous_id=TraesCS3D02G515400
851005,Chr3D,IWGSC_v2.1,gene,602154961,602165686,.,+,.,ID=TraesCS3D03G1140200;Name=TraesCS3D03G1140200;cds=CDS_OK;mapping=GMAP_ON_TARGET;previous_id=TraesCS3D02G515500
851091,Chr3D,IWGSC_v2.1,gene,603713849,603718716,44,+,.,ID=TraesCS3D03G1143500;previous_id=TraesCS3D02G516300;primconf=HC;Name=TraesCS3D03G1143500;cds=CDS_OK;mapping=fullPerfectMatch
852537,Chr3D,IWGSC_v2.1,gene,609428328,609433561,42,-,.,ID=TraesCS3D03G1164300;previous_id=TraesCS3D02G526600;primconf=HC;Name=TraesCS3D03G1164300;cds=CDS_OK;mapping=fullPerfectMatch
852751,Chr3D,IWGSC_v2.1,gene,610431088,610441089,.,+,.,ID=TraesCS3D03G1168000;Name=TraesCS3D03G1168000;cds=CDS_OK;mapping=GMAP_ON_TARGET;previous_id=TraesCS3D02G528100
853095,Chr3D,IWGSC_v2.1,gene,610820063,610821419,47,+,.,ID=TraesCS3D03G1168800;previous_id=TraesCS3D02G528300;primconf=HC;Name=TraesCS3D03G1168800;cds=CDS_OK;mapping=fullPerfectMatch
853626,Chr3D,IWGSC_v2.1,gene,611989758,611997470,53,+,.,ID=TraesCS3D03G1174700;previous_id=TraesCS3D02G531700;primconf=HC;Name=TraesCS3D03G1174700;cds=CDS_OK;mapping=fullPerfectMatch
855100,Chr3D,IWGSC_v2.1,gene,616971798,616974482,53,-,.,ID=TraesCS3D03G1194100;previous_id=TraesCS3D02G541600;primconf=HC;Name=TraesCS3D03G1194100;cds=CDS_OK;mapping=fullPerfectMatch
859702,Chr4A,IWGSC_v2.1,gene,17994709,18004390,50,-,.,ID=TraesCS4A03G0049100;previous_id=TraesCS4A02G026300;primconf=HC;Name=TraesCS4A03G0049100;cds=CDS_OK;mapping=fullPerfectMatch
869864,Chr4A,IWGSC_v2.1,gene,86359663,86363958,63,-,.,ID=TraesCS4A03G0168800;previous_id=TraesCS4A02G082800;primconf=HC;Name=TraesCS4A03G0168800;cds=CDS_OK;mapping=fullPerfectMatch
891860,Chr4A,IWGSC_v2.1,gene,445785806,445788403,60,-,.,ID=TraesCS4A03G0480900;previous_id=TraesCS4A02G175700;primconf=HC;Name=TraesCS4A03G0480900;cds=CDS_OK;mapping=fullPerfectMatch
896469,Chr4A,IWGSC_v2.1,gene,476122015,476125423,43,-,.,ID=TraesCS4A03G0521900;previous_id=TraesCS4A02G194900;primconf=HC;Name=TraesCS4A03G0521900;cds=CDS_OK;mapping=fullPerfectMatch
899009,Chr4A,IWGSC_v2.1,gene,502638516,502640000,53,-,.,ID=TraesCS4A03G0557100;previous_id=TraesCS4A02G209700;primconf=HC;Name=TraesCS4A03G0557100;cds=CDS_OK;mapping=fullPerfectMatch
901239,Chr4A,IWGSC_v2.1,gene,530123605,530127329,59,-,.,ID=TraesCS4A03G0595200;previous_id=TraesCS4A02G223300;primconf=HC;Name=TraesCS4A03G0595200;cds=CDS_OK;mapping=fullPerfectMatch
901249,Chr4A,IWGSC_v2.1,gene,530127677,530147848,46,+,.,ID=TraesCS4A03G0595300;previous_id=TraesCS4A02G223400;primconf=HC;Name=TraesCS4A03G0595300;cds=CDS_OK;mapping=fullPerfectMatch
901317,Chr4A,IWGSC_v2.1,gene,530287216,530292343,61,+,.,ID=TraesCS4A03G0595900;previous_id=TraesCS4A02G223500;primconf=HC;Name=TraesCS4A03G0595900;cds=CDS_OK;mapping=fullPerfectMatch
901377,Chr4A,IWGSC_v2.1,gene,530432968,530435709,60,-,.,ID=TraesCS4A03G0596900;previous_id=TraesCS4A02G224000;primconf=HC;Name=TraesCS4A03G0596900;cds=CDS_OK;mapping=fullPerfectMatch
901381,Chr4A,IWGSC_v2.1,gene,530724118,530726856,60,-,.,ID=TraesCS4A03G0597100;previous_id=TraesCS4A02G224100;primconf=HC;Name=TraesCS4A03G0597100;cds=CDS_OK;mapping=fullPerfectMatch
916445,Chr4A,IWGSC_v2.1,gene,600906367,600913430,39,+,.,ID=TraesCS4A03G0773000;previous_id=TraesCS4A02G308300;primconf=HC;Name=TraesCS4A03G0773000;cds=CDS_OK;mapping=fullPerfectMatch
916582,Chr4A,IWGSC_v2.1,gene,601652460,601654781,26,+,.,ID=TraesCS4A03G0775600;previous_id=TraesCS4A02G309500;primconf=HC;Name=TraesCS4A03G0775600;cds=CDS_OK;mapping=fullPerfectMatch
916607,Chr4A,IWGSC_v2.1,gene,601654794,601657059,43,+,.,ID=TraesCS4A03G0775700;previous_id=TraesCS4A02G309600;primconf=HC;Name=TraesCS4A03G0775700;cds=CDS_OK;mapping=fullPerfectMatch
916647,Chr4A,IWGSC_v2.1,gene,601822972,601827210,33,+,.,ID=TraesCS4A03G0776800;previous_id=TraesCS4A02G310200;primconf=HC;Name=TraesCS4A03G0776800;cds=CDS_OK;mapping=fullPerfectMatch
916976,Chr4A,IWGSC_v2.1,gene,602584932,602593544,.,+,.,ID=TraesCS4A03G0781400;Name=TraesCS4A03G0781400;cds=CDS_OK;mapping=GMAP_ON_TARGET;previous_id=TraesCS4A02G312800
916986,Chr4A,IWGSC_v2.1,gene,602607918,602613661,42,+,.,ID=TraesCS4A03G0781500;previous_id=TraesCS4A02G312900;primconf=HC;Name=TraesCS4A03G0781500;cds=CDS_OK;mapping=fullMatchWithMissmatches
917194,Chr4A,IWGSC_v2.1,gene,603679446,603681629,.,+,.,ID=TraesCS4A03G0784900;Name=TraesCS4A03G0784900;cds=CDS_OK;mapping=GMAP_ON_TARGET;previous_id=TraesCS4A02G314300
917200,Chr4A,IWGSC_v2.1,gene,603752321,603756903,55,-,.,ID=TraesCS4A03G0785900;previous_id=TraesCS4A02G314400;primconf=HC;Name=TraesCS4A03G0785900;cds=CDS_OK;mapping=fullPerfectMatch
918143,Chr4A,IWGSC_v2.1,gene,607151425,607158390,43,-,.,ID=TraesCS4A03G0796900;previous_id=TraesCS4A02G319300;primconf=HC;Name=TraesCS4A03G0796900;cds=CDS_OK;mapping=fullPerfectMatch
918166,Chr4A,IWGSC_v2.1,gene,607363254,607365251,39,-,.,ID=TraesCS4A03G0797500;previous_id=TraesCS4A02G319400;primconf=HC;Name=TraesCS4A03G0797500;cds=CDS_OK;mapping=fullPerfectMatch
919434,Chr4A,IWGSC_v2.1,gene,612623863,612627852,48,+,.,ID=TraesCS4A03G0813800;previous_id=TraesCS4A02G327300;primconf=HC;Name=TraesCS4A03G0813800;cds=CDS_OK;mapping=fullPerfectMatch
919652,Chr4A,IWGSC_v2.1,gene,613110449,613117156,49,-,.,ID=TraesCS4A03G0816700;previous_id=TraesCS4A02G329100;primconf=HC;Name=TraesCS4A03G0816700;cds=CDS_OK;mapping=fullPerfectMatch
921298,Chr4A,IWGSC_v2.1,gene,620266360,620283365,.,-,.,ID=TraesCS4A03G0843900;Name=TraesCS4A03G0843900;cds=CDS_OK;mapping=GMAP_ON_TARGET;previous_id=TraesCS4A02G335700
921320,Chr4A,IWGSC_v2.1,gene,620316275,620319771,33,-,.,ID=TraesCS4A03G0844100;previous_id=TraesCS4A02G335600;primconf=HC;Name=TraesCS4A03G0844100;cds=CDS_OK;mapping=fullPerfectMatch
921326,Chr4A,IWGSC_v2.1,gene,620351899,620355452,.,-,.,ID=TraesCS4A03G0844300;Name=TraesCS4A03G0844300;cds=CDS_OK;mapping=GMAP_ON_TARGET;previous_id=TraesCS4A02G335500
922640,Chr4A,IWGSC_v2.1,gene,625766838,625788074,.,-,.,ID=TraesCS4A03G0866200;Name=TraesCS4A03G0866200;cds=CDS_OK;mapping=GMAP_ON_TARGET;previous_id=TraesCS4A02G349800
922676,Chr4A,IWGSC_v2.1,gene,625797098,625798400,48,+,.,ID=TraesCS4A03G0866300;previous_id=TraesCS4A02G349900;primconf=HC;Name=TraesCS4A03G0866300;cds=CDS_OK;mapping=fullPerfectMatch
926468,Chr4A,IWGSC_v2.1,gene,651284002,651287001,32,+,.,ID=TraesCS4A03G0930500;previous_id=TraesCS4A02G376200;primconf=HC;Name=TraesCS4A03G0930500;cds=CDS_OK;mapping=fullPerfectMatch
927039,Chr4A,IWGSC_v2.1,gene,660336054,660342294,46,-,.,ID=TraesCS4A03G0948100;previous_id=TraesCS4A02G381600;primconf=HC;Name=TraesCS4A03G0948100;cds=CDS_OK;mapping=fullPerfectMatch
928365,Chr4A,IWGSC_v2.1,gene,668826012,668829545,43,-,.,ID=TraesCS4A03G0972100;previous_id=TraesCS4A02G389500;primconf=HC;Name=TraesCS4A03G0972100;cds=CDS_OK;mapping=fullPerfectMatch
928381,Chr4A,IWGSC_v2.1,gene,668856686,668860071,53,+,.,ID=TraesCS4A03G0972200;previous_id=TraesCS4A02G389600;primconf=HC;Name=TraesCS4A03G0972200;cds=CDS_OK;mapping=fullPerfectMatch
929495,Chr4A,IWGSC_v2.1,gene,676443688,676446981,35,-,.,ID=TraesCS4A03G0994100;previous_id=TraesCS4A02G400100;primconf=HC;Name=TraesCS4A03G0994100;cds=CDS_OK;mapping=fullPerfectMatch
929523,Chr4A,IWGSC_v2.1,gene,676571270,676579922,52,-,.,ID=TraesCS4A03G0994900;previous_id=TraesCS4A02G400300;primconf=HC;Name=TraesCS4A03G0994900;cds=CDS_OK;mapping=fullPerfectMatch
929590,Chr4A,IWGSC_v2.1,gene,676783335,676791482,48,+,.,ID=TraesCS4A03G0996500;previous_id=TraesCS4A02G400800;primconf=HC;Name=TraesCS4A03G0996500;cds=CDS_OK;mapping=fullPerfectMatch
929804,Chr4A,IWGSC_v2.1,gene,677880463,677885618,42,-,.,ID=TraesCS4A03G0999800;previous_id=TraesCS4A02G402100;primconf=HC;Name=TraesCS4A03G0999800;cds=CDS_OK;mapping=fullPerfectMatch
929947,Chr4A,IWGSC_v2.1,gene,678520381,678522042,36,-,.,ID=TraesCS4A03G1001500;previous_id=TraesCS4A02G403100;primconf=HC;Name=TraesCS4A03G1001500;cds=CDS_OK;mapping=fullPerfectMatch
931927,Chr4A,IWGSC_v2.1,gene,688622255,688630222,.,-,.,ID=TraesCS4A03G1027300;Name=TraesCS4A03G1027300;cds=CDS_OK;mapping=GMAP_ON_TARGET;previous_id=TraesCS4A02G417100
931933,Chr4A,IWGSC_v2.1,gene,688655628,688664625,.,-,.,ID=TraesCS4A03G1027400;Name=TraesCS4A03G1027400;cds=CDS_OK;mapping=GMAP_ON_TARGET;previous_id=TraesCS4A02G417115
